# file: 'our_rosbag_1.bag'	
# timestamp filename	
1680304625160834551	rgb/0.png
1680304625227549076	rgb/1.png
1680304625294263363	rgb/2.png
1680304625360978127	rgb/3.png
1680304625427692413	rgb/4.png
1680304625494406939	rgb/5.png
1680304625561121225	rgb/6.png
1680304625627835751	rgb/7.png
1680304625694550276	rgb/8.png
1680304625761265278	rgb/9.png
1680304625827979326	rgb/10.png
1680304625894693375	rgb/11.png
1680304625961407185	rgb/12.png
1680304626028120995	rgb/13.png
1680304626094835281	rgb/14.png
1680304626161549091	rgb/15.png
1680304626228262901	rgb/16.png
1680304626294976711	rgb/17.png
1680304626361690760	rgb/18.png
1680304626428404808	rgb/19.png
1680304626495118618	rgb/20.png
1680304626561832428	rgb/21.png
1680304626628546476	rgb/22.png
1680304626695260048	rgb/23.png
1680304626761973143	rgb/24.png
1680304626828687906	rgb/25.png
1680304626895402670	rgb/26.png
1680304626962117434	rgb/27.png
1680304627028832197	rgb/28.png
1680304627095547199	rgb/29.png
1680304627162261724	rgb/30.png
1680304627228976488	rgb/31.png
1680304627295691490	rgb/32.png
1680304627362406254	rgb/33.png
1680304627429120779	rgb/34.png
1680304627495835781	rgb/35.png
1680304627562550545	rgb/36.png
1680304627629265070	rgb/37.png
1680304627695980072	rgb/38.png
1680304627762694359	rgb/39.png
1680304627829409361	rgb/40.png
1680304627896124840	rgb/41.png
1680304627962840080	rgb/42.png
1680304628029555082	rgb/43.png
1680304628096270561	rgb/44.png
1680304628162985802	rgb/45.png
1680304628229701042	rgb/46.png
1680304628296416283	rgb/47.png
1680304628363131523	rgb/48.png
1680304628429847002	rgb/49.png
1680304628496562243	rgb/50.png
1680304628563277483	rgb/51.png
1680304628629992962	rgb/52.png
1680304628696708202	rgb/53.png
1680304628763424635	rgb/54.png
1680304628830138922	rgb/55.png
1680304628896852970	rgb/56.png
1680304628963567257	rgb/57.png
1680304629030281305	rgb/58.png
1680304629096995354	rgb/59.png
1680304629163709402	rgb/60.png
1680304629230423689	rgb/61.png
1680304629297137737	rgb/62.png
1680304629363851786	rgb/63.png
1680304629430565834	rgb/64.png
1680304629497279882	rgb/65.png
1680304629563993931	rgb/66.png
1680304629630707979	rgb/67.png
1680304629697422028	rgb/68.png
1680304629764135838	rgb/69.png
1680304629830850124	rgb/70.png
1680304629897564411	rgb/71.png
1680304629964278460	rgb/72.png
1680304630030992985	rgb/73.png
1680304630097707272	rgb/74.png
1680304630164421558	rgb/75.png
1680304630231135845	rgb/76.png
1680304630297850132	rgb/77.png
1680304630364564419	rgb/78.png
1680304630431278706	rgb/79.png
1680304630497992992	rgb/80.png
1680304630564707279	rgb/81.png
1680304630631421566	rgb/82.png
1680304630698136091	rgb/83.png
1680304630764849901	rgb/84.png
1680304630831564426	rgb/85.png
1680304630898279190	rgb/86.png
1680304630964994192	rgb/87.png
1680304631031708717	rgb/88.png
1680304631098423481	rgb/89.png
1680304631165138245	rgb/90.png
1680304631231852770	rgb/91.png
1680304631298567533	rgb/92.png
1680304631365282297	rgb/93.png
1680304631431996822	rgb/94.png
1680304631498711586	rgb/95.png
1680304631565426350	rgb/96.png
1680304631632140875	rgb/97.png
1680304631698855400	rgb/98.png
1680304631765570164	rgb/99.png
1680304631832284689	rgb/100.png
1680304631898999214	rgb/101.png
1680304631965713978	rgb/102.png
1680304632032428265	rgb/103.png
1680304632099142790	rgb/104.png
1680304632165857315	rgb/105.png
1680304632232572079	rgb/106.png
1680304632299286604	rgb/107.png
1680304632366001129	rgb/108.png
1680304632432715893	rgb/109.png
1680304632499430418	rgb/110.png
1680304632566144705	rgb/111.png
1680304632632859468	rgb/112.png
1680304632699573994	rgb/113.png
1680304632766288996	rgb/114.png
1680304632833003283	rgb/115.png
1680304632899717331	rgb/116.png
